propertyCode,address,province,city,district,country,neighborhood,latitude,longitude,distance,floor,price,propertyType,size,exterior,rooms,bathrooms,status,hasLift,idCity,distanceBeach
87471708,Denia,Valencia,Valencia,L'Eixample,España,Russafa,39.4631709,-0.3768723,884,3,650,flat,45,True,2,1,good,False,1,5009
95733946,Calle los Naranjos,Valencia,Valencia,Poblats Marítims,España,El Cabanyal-El Canyamelar,39.4755058,-0.3265682,4376,2,790,flat,67,True,3,1,good,False,1,922
95727706,Calle d'Olimpia Arozena Torres,Valencia,Valencia,L'Olivereta,España,Nou Moles,39.4696563,-0.3928693,1351,2,750,flat,91,True,2,1,good,False,1,6037
95727577,Paseo de l'Albereda,Valencia,Valencia,Camins al Grau,España,Penya-Roja,39.4551712,-0.3452179999999999,3271,3,750,flat,81,True,1,1,good,True,1,3619
95726732,Avenida de la Malva-Rosa,Valencia,Valencia,Poblats Marítims,España,Playa de la Malvarrosa,39.4820201,-0.3263452,4532,2,750,flat,61,True,1,1,good,True,1,222
95693370,Calle de Carme Crespo,Valencia,Valencia,Benimaclet,España,Benimaclet,39.4843194,-0.357672,2229,1,700,flat,70,True,2,1,good,False,1,2809
92760464,Calle de Xàtiva,Valencia,Valencia,Extramurs,España,La Roqueta,39.4694466,-0.3768540999999999,189,7,650,flat,50,True,1,1,good,True,1,4730
95632568,Calle de les Illes Canàries,Valencia,Valencia,Camins al Grau,España,La Creu del Grau,39.4625106,-0.3392463,3398,2,680,flat,85,True,3,1,good,False,1,2658
92961519,Calle de Josep Benlliure,Valencia,Valencia,Poblats Marítims,España,El Cabanyal-El Canyamelar,39.4625372,-0.3304896,4124,1,800,duplex,70,True,2,1,good,False,1,2402
95620449,Avenida d'Amado Granell Mesado,Valencia,Valencia,Quatre Carreres,España,Ciutat de les Arts i de les Ciencies,39.4549501,-0.3609564,2277,11,1000,flat,87,True,2,2,good,True,1,4448
95614155,Avenida d'Ausiàs March,Valencia,Valencia,Quatre Carreres,España,En Corts,39.4529389,-0.3710209,2091,7,950,flat,100,True,4,1,good,True,1,5230
90114143,Plaza Jaca,Valencia,Valencia,La Saïdia,España,Trinitat,39.4853597,-0.3714725,1658,2,700,flat,73,False,2,1,good,True,1,3997
88190623,"Avenida de França, 55",Valencia,Valencia,Camins al Grau,España,Penya-Roja,39.459157,-0.3453311,3044,3,850,flat,79,True,1,1,good,True,1,3243
95573014,Calle Explorador Andrés,Valencia,Valencia,Algirós,España,Ciutat Jardí,39.4704697,-0.3438160999999999,2869,6,675,flat,90,False,2,1,good,True,1,2188
95388603,Calle d'En Colom,Valencia,Valencia,Ciutat Vella,España,El Mercat,39.4733386,-0.3780913999999999,257,4,1400,flat,100,True,2,1,good,False,1,4705
92027980,Avenida de la Plata,Valencia,Valencia,Quatre Carreres,España,En Corts,39.4514866,-0.3705550999999999,2257,4,615,flat,65,True,1,1,good,True,1,5308
95265701,Calle de la Llanterna,Valencia,Valencia,Ciutat Vella,España,El Mercat,39.4734083,-0.3802756,364,3,900,flat,90,True,3,1,good,True,1,4885
95171106,Calle de Pedro Cabanes,Valencia,Valencia,Rascanya,España,Torrefiel,39.4959807,-0.3760687,2765,3,600,flat,75,True,2,1,good,True,1,4595
95093890,Calle Santa Genoveva Torres,Valencia,Valencia,Rascanya,España,Sant Llorenç,39.4917338,-0.3626877,2609,9,1150,flat,100,True,3,2,good,True,1,3360
94269304,"Avenida de Peris i Valero, 54",Valencia,Valencia,Quatre Carreres,España,En Corts,39.4579262,-0.3730082999999999,1511,8,1440,flat,65,True,1,1,good,True,1,5025
94045603,"Avenida Hermanos Maristas, 28",Valencia,Valencia,Quatre Carreres,España,Ciutat de les Arts i de les Ciencies,39.4535374,-0.3614181999999999,2380,11,1400,flat,95,True,3,2,good,True,1,4589
93286367,"Calle Padre Huérfanos, 4",Valencia,Valencia,Ciutat Vella,España,El Carme,39.4792654,-0.3780149,907,1,1100,flat,65,True,2,2,good,True,1,4582
93132353,"Calle Jorge Juan, 14",Valencia,Valencia,L'Eixample,España,El Pla del Remei,39.4690153,-0.3695576,699,1,950,flat,85,False,2,1,good,True,1,4163
706709,"Calle Pie de la Cruz, 7",Valencia,Valencia,Ciutat Vella,España,El Pilar,39.4731426,-0.3806228,367,2,750,flat,100,True,3,2,good,True,1,4921
95721367,Calle blanquerias,Valencia,Valencia,Ciutat Vella,España,El Carme,39.4785964,-0.3761303,836,1,1100,flat,95,False,3,1,good,False,1,4430
86971676,Calle Ruaya,Valencia,Valencia,La Saïdia,España,Morvedre,39.4862653,-0.3765427999999999,1684,2,700,flat,80,True,3,2,good,True,1,4437
95672494,Calle de la Democracia,Valencia,Valencia,L'Olivereta,España,Nou Moles,39.4747632,-0.4022955,2188,5,750,flat,90,True,3,2,good,True,1,6714
95618033,Calle Felipe Vives Cañamás,Valencia,Valencia,Poblats Marítims,España,El Cabanyal-El Canyamelar,39.4706013,-0.3341076,3702,3,750,flat,82,True,3,1,good,True,1,1656
95527170,cuba,Valencia,Valencia,L'Eixample,España,Russafa,39.4618621,-0.3793285999999999,1045,3,800,flat,90,True,3,2,good,True,1,5263
95489598,Calle de Vicent Sancho Tello,Valencia,Valencia,El Pla del Real,España,Mestalla,39.4705847,-0.3550098,1908,4,700,flat,87,False,2,1,good,True,1,2964
93573334,Arquitecto Alfaro,Valencia,Valencia,Poblats Marítims,España,El Cabanyal-El Canyamelar,39.4633452,-0.335024,3725,3,650,flat,75,True,2,1,good,False,1,2424
95421095,barrio El Carme,Valencia,Valencia,Ciutat Vella,España,El Carme,39.4769819,-0.3781246,655,4,800,penthouse,43,True,1,1,good,True,1,4625
25247817,"Calle Viver, 25",Valencia,Valencia,Rascanya,España,Sant Llorenç,39.4881146,-0.3639845,2205,3,875,flat,88,True,3,2,good,True,1,3386
90114796,Calle dels Jofrens,Valencia,Valencia,Ciutat Vella,España,El Mercat,39.4748068,-0.3762681,417,5,1300,studio,43,False,0,1,good,False,1,4515
94907698,barrio Nou Moles,Valencia,Valencia,L'Olivereta,España,Nou Moles,39.472347,-0.3947761999999999,1511,1,790,flat,69,True,3,1,good,True,1,6126
94504816,barrio Soternes,Valencia,Valencia,L'Olivereta,España,Soternes,39.4684382,-0.4164983,3383,2,640,flat,97,True,3,2,good,True,1,8041
93941708,barrio La Petxina,Valencia,Valencia,Extramurs,España,La Petxina,39.4749343,-0.3902353,1193,5,1150,penthouse,96,True,2,2,good,True,1,5689
93896864,barrio El Mercat,Valencia,Valencia,Ciutat Vella,España,El Mercat,39.4754849,-0.3792036,513,1,1250,flat,78,True,2,2,good,False,1,4746
93709904,Calle Conde de Salvatierra,Valencia,Valencia,L'Eixample,España,El Pla del Remei,39.470338,-0.3667353,905,6,700,flat,80,False,1,1,good,True,1,3883
87026121,bailen,Valencia,Valencia,Extramurs,España,La Roqueta,39.4669007,-0.3774897,469,1,1000,flat,98,True,3,2,good,True,1,4882
89112698,Calle del Poeta Llombart,Valencia,Valencia,Ciutat Vella,España,El Mercat,39.4742704,-0.3767865999999999,352,4,1333,flat,60,False,1,1,good,True,1,4572
90560508,Calle Berenguer Montoliu,Valencia,Valencia,Poblats Marítims,España,Playa de la Malvarrosa,39.482379,-0.3281872,4391,3,700,flat,65,True,2,1,good,False,1,314
89425470,"Calle San Vicente Martír, 35",Valencia,Valencia,Ciutat Vella,España,Sant Francesc,39.471427,-0.3773091,34,10,900,penthouse,97,True,4,1,good,True,1,4698
89131459,barrio Aiora,Valencia,Valencia,Camins al Grau,España,Aiora,39.466839,-0.3524672,2178,2,1000,flat,77,False,2,1,good,True,1,3016
95757600,barrio Trinitat,Valencia,Valencia,La Saïdia,España,Trinitat,39.4825563,-0.3680257999999999,1497,2,600,flat,86,True,3,1,good,True,1,3700
95515265,barrio Gran Vía,Valencia,Valencia,L'Eixample,España,Gran Vía,39.4673789,-0.3669675,974,2,800,flat,91,False,4,1,good,True,1,4038
88817181,barrio La Xerea,Valencia,Valencia,Ciutat Vella,España,La Xerea,39.4762053,-0.3734962,649,3,1100,duplex,90,True,1,2,good,True,1,4250
95711992,barrio Malilla,Valencia,Valencia,Quatre Carreres,España,Malilla,39.4556131,-0.3782297,1726,4,580,flat,60,True,1,1,good,True,1,5540
40258916,barrio Arrancapins,Valencia,Valencia,Extramurs,España,Arrancapins,39.4685355,-0.3854879,764,9,700,penthouse,50,False,1,1,good,True,1,5464
95627952,barrio Sant Pau,Valencia,Valencia,Campanar,España,Sant Pau,39.4905328,-0.400703,2951,6,900,flat,94,True,2,2,good,True,1,6546
95621234,"Calle Editor Manuel Aguilar, El Mercat",Valencia,Valencia,Ciutat Vella,España,El Mercat,39.4721535,-0.3789897,189,3,1000,flat,95,False,3,2,good,True,1,4814
95603207,Calle de la Reina,Valencia,Valencia,Poblats Marítims,España,El Cabanyal-El Canyamelar,39.4712998,-0.3281686,4211,2,790,flat,65,True,3,1,good,False,1,1407
95593914,Calle de Suīssa,Valencia,Valencia,Quatre Carreres,España,La Punta,39.4548754,-0.3396672,3696,4,950,flat,75,True,2,1,good,True,1,3447
95591042,Avenida d'Ausiàs March,Valencia,Valencia,Quatre Carreres,España,En Corts,39.4528389,-0.3731209,2063,7,870,flat,91,True,4,1,good,True,1,5375
95590989,Calle de Josep Benlliure,Valencia,Valencia,Poblats Marítims,España,El Cabanyal-El Canyamelar,39.4632657,-0.3324608,3941,2,550,flat,53,False,2,1,good,False,1,2363
95588550,Calle de Carme Crespo,Valencia,Valencia,Benimaclet,España,Benimaclet,39.4839194,-0.359072,2110,1,700,flat,70,True,2,1,good,False,1,2929
95587106,Avenida Ausiás March,Valencia,Valencia,Quatre Carreres,España,En Corts,39.4551389,-0.3723209,1826,7,990,flat,100,True,4,1,good,True,1,5161
95570880,barrio El Cabanyal-El Canyamelar,Valencia,Valencia,Poblats Marítims,España,El Cabanyal-El Canyamelar,39.4748998,-0.3298686,4087,1,790,flat,70,False,3,1,good,True,1,1066
92156499,Av. del Cid,Valencia,Valencia,L'Olivereta,España,Soternes,39.4694597,-0.4143306,3189,4,550,flat,75,True,2,1,good,True,1,7835
95543417,BENICARLO,Valencia,Valencia,Benimaclet,España,Benimaclet,39.485659,-0.3629946,2026,3,800,flat,86,True,3,2,good,True,1,3273
91353889,Calle Archena,Valencia,Valencia,L'Olivereta,España,Soternes,39.4725621,-0.404502,2345,3,600,flat,80,True,2,1,good,True,1,6941
91219135,Calle de la Reina,Valencia,Valencia,Poblats Marítims,España,El Cabanyal-El Canyamelar,39.4710998,-0.3267685999999999,4331,2,790,flat,67,True,3,1,good,False,1,1411
95505317,barrio La Roqueta,Valencia,Valencia,Extramurs,España,La Roqueta,39.4640377,-0.3794036,809,3,950,flat,97,True,4,1,good,True,1,5161
95474882,Hospital,Valencia,Valencia,Ciutat Vella,España,El Pilar,39.4694536,-0.3831373999999999,539,3,700,flat,65,True,2,1,good,True,1,5241
95383665,Calle de Bernat Descoll,Valencia,Valencia,Quatre Carreres,España,Malilla,39.4498776,-0.3782676,2363,7,750,flat,93,True,3,2,good,True,1,5926
94861026,Calle del Músic Peydró,Valencia,Valencia,Ciutat Vella,España,El Mercat,39.4717163,-0.3766052,85,1,700,flat,54,True,1,1,good,True,1,4630
28046282,Avenida Blasco Ibañez,Valencia,Valencia,Algirós,España,La Vega Baixa,39.4729287,-0.3480207999999999,2515,4,675,flat,56,True,1,1,good,True,1,2315
94596787,MARINA ALTA,Valencia,Valencia,Campanar,España,Sant Pau,39.4924711,-0.4029221,3239,3,1000,flat,65,True,1,1,good,True,1,6763
95265996,Calle Rodrigo de Pertegás,Valencia,Valencia,Camins al Grau,España,La Creu del Grau,39.4601254,-0.3398839999999999,3431,6,800,flat,90,True,2,1,good,True,1,2919
94092638,Calle del Matemàtico Marzal,Valencia,Valencia,Extramurs,España,La Roqueta,39.4675348,-0.3796218,448,3,850,flat,70,True,1,1,good,False,1,5026
91110829,Calle Doctor Juan José Dómine,Valencia,Valencia,Poblats Marítims,España,El Grau,39.4610422,-0.3310213999999999,4122,2,800,flat,100,True,3,2,renew,True,1,2574
95710132,Avenida de Francia,Valencia,Valencia,Camins al Grau,España,Penya-Roja,39.4604902,-0.3515442,2502,8,950,flat,95,True,2,2,good,True,1,3447
95655381,Calle Micer Mascó s/n,Valencia,Valencia,El Pla del Real,España,Exposició,39.4756191,-0.3631216,1310,2,900,flat,60,True,1,1,good,True,1,3398
95627727,barrio Nou Moles,Valencia,Valencia,L'Olivereta,España,Nou Moles,39.468121,-0.3929323999999999,1387,2,750,flat,92,True,2,1,good,False,1,6088
95557909,Calle del Mestre Sosa,Valencia,Valencia,Extramurs,España,Arrancapins,39.4620283,-0.3876025999999999,1346,3,750,flat,85,False,2,1,good,True,1,5895
95556796,"Calle de la Marina Alta, 10",Valencia,Valencia,Campanar,España,Sant Pau,39.4926524,-0.4034084,3282,2,1050,flat,100,True,3,2,good,True,1,6807
92961843,barrio La Vega Baixa,Valencia,Valencia,Algirós,España,La Vega Baixa,39.4758989,-0.3510217,2311,8,750,flat,80,True,2,1,good,True,1,2400
95443468,barrio El Cabanyal-El Canyamelar,Valencia,Valencia,Poblats Marítims,España,El Cabanyal-El Canyamelar,39.4728383,-0.3322425,3866,0,1500,flat,60,True,1,1,good,True,1,1361
95432631,barrio El Cabanyal-El Canyamelar,Valencia,Valencia,Poblats Marítims,España,El Cabanyal-El Canyamelar,39.4705383,-0.3331425,3785,0,1500,flat,50,True,1,1,good,False,1,1625
95394451,barrio Nou Benicalap,Valencia,Valencia,Benicalap,España,Nou Benicalap,39.4940397,-0.3879106,2707,0,840,flat,88,True,2,2,good,True,1,5525
95290261,barrio El Carme,Valencia,Valencia,Ciutat Vella,España,El Carme,39.4763912,-0.3805694,651,5,960,duplex,80,True,2,2,good,False,1,4843
94812528,barrio El Botànic,Valencia,Valencia,Extramurs,España,El Botànic,39.4773004,-0.3856757999999999,998,4,750,flat,95,True,2,2,good,True,1,5261
93468717,barrio La Roqueta,Valencia,Valencia,Extramurs,España,La Roqueta,39.4672267,-0.3776517,434,1,1300,flat,93,False,3,2,good,True,1,4881
93468716,barrio La Roqueta,Valencia,Valencia,Extramurs,España,La Roqueta,39.4671267,-0.3788516999999999,465,3,1050,flat,93,False,3,2,good,True,1,4981
91690232,barrio El Carme,Valencia,Valencia,Ciutat Vella,España,El Carme,39.481362,-0.3782338999999999,1141,3,800,penthouse,60,True,1,1,good,False,1,4581
89090584,barrio El Grau,Valencia,Valencia,Poblats Marítims,España,El Grau,39.4608659,-0.3349295,3806,3,1500,flat,100,True,3,2,good,False,1,2681
95758939,Calle de Pepita,Valencia,Valencia,La Saïdia,España,Morvedre,39.4821864,-0.3759478,1235,5,650,flat,83,False,3,1,good,True,1,4381
95735326,Barracas,Valencia,Valencia,Poblats Marítims,España,El Cabanyal-El Canyamelar,39.4693848,-0.3305341,4013,4,650,flat,74,True,2,1,good,True,1,1663
95098769,Calle del Almirante Cadarso,Valencia,Valencia,L'Eixample,España,Gran Vía,39.465569,-0.3679614,1007,2,650,flat,50,True,1,1,good,True,1,4208
95728176,Calle de l'Hospital,Valencia,Valencia,Ciutat Vella,España,El Pilar,39.4691536,-0.3806373999999999,364,3,800,flat,56,True,2,2,good,True,1,5047
95726084,Calle de Don Juan de Austria,Valencia,Valencia,Ciutat Vella,España,Sant Francesc,39.469397,-0.3723067,464,2,750,flat,51,True,1,1,good,True,1,4366
95689662,"Calle de la Marina, 3",Valencia,Valencia,Poblats Marítims,España,El Cabanyal-El Canyamelar,39.4727237,-0.3314011,3938,3,650,flat,50,True,1,1,good,False,1,1341
95648051,Jativa,Valencia,Valencia,Extramurs,España,La Roqueta,39.4691466,-0.3766541,225,3,600,flat,46,True,1,1,good,True,1,4725
95600581,barrio Mestalla,Valencia,Valencia,El Pla del Real,España,Mestalla,39.4701847,-0.3551098,1902,5,700,flat,64,True,2,1,good,True,1,2994
95597748,Calle de l'Escultor José Capuz,Valencia,Valencia,Quatre Carreres,España,Mont-Olivet,39.4592476,-0.3632397,1785,4,1000,flat,95,True,2,2,good,True,1,4267
38232477,"Calle de ciscar, 27",Valencia,Valencia,L'Eixample,España,Gran Vía,39.4659621,-0.3653994,1166,7,899,penthouse,90,True,2,1,good,True,1,3994
95540304,"Calle Marina Alta, 4",Valencia,Valencia,Campanar,España,Sant Pau,39.4909629,-0.4023211,3082,2,1050,flat,100,True,3,2,good,True,1,6690
88065871,barrio Sant Pau,Valencia,Valencia,Campanar,España,Sant Pau,39.4922694,-0.4028504,3218,0,1100,flat,89,True,2,1,good,True,1,6754
95500504,barrio Sant Pau,Valencia,Valencia,Campanar,España,Sant Pau,39.4910085,-0.40436,3210,2,750,flat,76,True,2,2,good,True,1,6864
95499468,Calle de l'Escultor José Capuz,Valencia,Valencia,Quatre Carreres,España,Mont-Olivet,39.4608155,-0.3634833999999999,1645,4,1000,flat,100,True,2,2,good,True,1,4174
95495338,Calle de Platero Suarez,Valencia,Valencia,La Saïdia,España,Morvedre,39.4849444,-0.3736397999999999,1567,3,730,flat,80,True,3,1,good,False,1,4181
95483739,Plaza Comunión de San Juan s/n,Valencia,Valencia,Ciutat Vella,España,El Mercat,39.4743723,-0.3796286,415,1,750,flat,70,True,2,1,good,True,1,4807
95468836,"Calle de Pelai, 17",Valencia,Valencia,Extramurs,España,La Roqueta,39.4666007,-0.3784954,514,1,730,flat,60,True,1,1,good,True,1,4975
95264251,"Cartagena, 5",Valencia,Valencia,L'Olivereta,España,Nou Moles,39.4705943,-0.3937274,1416,7,950,penthouse,78,True,2,1,good,True,1,6082
85974388,"Vicente Sancho Tello, 19",Valencia,Valencia,El Pla del Real,España,Mestalla,39.4697847,-0.3562097999999999,1810,5,750,flat,64,True,2,1,good,True,1,3098
95753079,barrio L'Hort de Senabre,Valencia,Valencia,Jesús,España,L'Hort de Senabre,39.4541848,-0.390354,2194,2,600,flat,63,False,1,1,good,False,1,6505
95747604,Calle Rodrigo de Pertegás,Valencia,Valencia,Camins al Grau,España,La Creu del Grau,39.4595971,-0.3456704,2997,2,650,flat,70,True,2,1,good,False,1,3218
95741707,"Calle Montesa, 9",Valencia,Valencia,Patraix,España,Barrio de Favara,39.4545828,-0.3924763,2256,4,625,flat,77,True,2,1,good,True,1,6641
95711138,WAKSMAN,Valencia,Valencia,Quatre Carreres,España,En Corts,39.454479,-0.3707418,1932,1,800,flat,85,True,2,2,good,False,1,5101
95675019,Calle Reverendo R Tramoyeres,Valencia,Valencia,Benimaclet,España,Benimaclet,39.486792,-0.3612365999999999,2218,5,785,flat,67,True,2,1,good,True,1,3133
93676738,"Avenida de las Cortes Valencianas, 26",Valencia,Valencia,Benicalap,España,Benicalap,39.4921435,-0.3999286999999999,3042,13,750,studio,55,True,0,1,good,True,1,6504
95627453,Calle del Mur de Santa Anna,Valencia,Valencia,Ciutat Vella,España,La Seu,39.4777199,-0.3758274,743,3,850,flat,58,False,1,1,good,True,1,4418
95596138,"Calle Palau, 7",Valencia,Valencia,Ciutat Vella,España,La Seu,39.4754722,-0.3736768,572,4,950,flat,95,True,2,1,good,False,1,4282
95512158,"Calle Palau, 7",Valencia,Valencia,Ciutat Vella,España,La Seu,39.4754722,-0.3736768,572,4,950,flat,95,True,2,1,good,False,1,4282
36568059,"Calle de Ripalda, 32",Valencia,Valencia,Ciutat Vella,España,El Carme,39.4786893,-0.3819052,931,1,690,studio,65,True,0,1,good,False,1,4921
95448538,Calle del Progrés,Valencia,Valencia,Poblats Marítims,España,El Cabanyal-El Canyamelar,39.4693362,-0.3303229,4031,1,650,flat,43,True,1,1,good,False,1,1663
95409350,Calle dels Cavallers,Valencia,Valencia,Ciutat Vella,España,El Carme,39.4782966,-0.3780836999999999,800,1,970,flat,80,True,2,1,good,False,1,4600
95301029,Calle d'Alzira,Valencia,Valencia,Extramurs,España,Arrancapins,39.4673835,-0.3867751,918,2,750,flat,75,True,3,1,good,True,1,5610
91759956,Calle del Pare Lluís Navarro,Valencia,Valencia,Poblats Marítims,España,El Cabanyal-El Canyamelar,39.461393,-0.330631,4144,1,950,flat,70,True,2,1,good,False,1,2529
94789232,Avenida de la Malva-Rosa,Valencia,Valencia,Poblats Marítims,España,Playa de la Malvarrosa,39.4793833,-0.326138,4480,5,1000,flat,78,True,3,1,good,False,1,491
94777934,Calle dels Cavallers,Valencia,Valencia,Ciutat Vella,España,El Carme,39.4757966,-0.3783837,528,1,970,flat,80,True,2,1,good,False,1,4670
94694481,Avenida de la Malva-Rosa,Valencia,Valencia,Poblats Marítims,España,Playa de la Malvarrosa,39.4826452,-0.3284453,4379,0,800,flat,79,True,3,1,good,False,1,322
94313951,Calle d'Antoni Reig i Ventura,Valencia,Valencia,Campanar,España,Nou Campanar,39.4807235,-0.4035603,2498,7,820,flat,95,False,2,2,good,True,1,6756
94098426,Calle Jorge Juan,Valencia,Valencia,L'Eixample,España,El Pla del Remei,39.4669517,-0.3673991,963,2,1300,flat,90,False,2,1,good,True,1,4093
94050105,Calle de l'Hort de Sant Valeri,Valencia,Valencia,Quatre Carreres,España,Na Rovella,39.4597551,-0.3582556,2062,1,1200,flat,100,True,2,2,good,True,1,3908
93304615,Calle Santa Genoveva Torres,Valencia,Valencia,Rascanya,España,Sant Llorenç,39.4927754,-0.360913,2785,14,1250,flat,100,True,3,2,good,True,1,3247
93176793,Calle del Pare Lluís Navarro,Valencia,Valencia,Poblats Marítims,España,El Cabanyal-El Canyamelar,39.4655189,-0.3281505,4259,1,800,flat,70,True,2,2,good,False,1,2041
90553030,Calle de Méndez Núñez,Valencia,Valencia,Poblats Marítims,España,El Grau,39.4603163,-0.3374876,3617,3,850,flat,87,True,3,1,good,False,1,2815
86742165,Calle Cirilo Amorós,Valencia,Valencia,L'Eixample,España,El Pla del Remei,39.4681884,-0.3651514999999999,1087,1,1100,flat,92,True,2,2,good,True,1,3859
86718014,Colón,Valencia,Valencia,L'Eixample,España,El Pla del Remei,39.4705267,-0.3726884,396,7,780,flat,75,False,1,1,good,True,1,4352
95756131,barrio Mestalla,Valencia,Valencia,El Pla del Real,España,Mestalla,39.4733459,-0.3530268,2092,2,575,flat,44,True,2,1,good,True,1,2671
95678223,Avenida de Burjassot,Valencia,Valencia,La Saïdia,España,Marxalenes,39.4843727,-0.3827535999999999,1547,2,845,flat,80,True,3,1,good,False,1,4962
95654855,Calle de Balmes,Valencia,Valencia,Ciutat Vella,España,El Pilar,39.4740608,-0.3795147,380,4,850,flat,100,True,4,1,good,True,1,4805
95524120,Avenida de Burjassot,Valencia,Valencia,La Saïdia,España,Marxalenes,39.4818727,-0.3813535999999999,1246,2,845,flat,80,True,3,1,good,True,1,4846
92035469,Calle de l'Arquitecte Alfaro,Valencia,Valencia,Poblats Marítims,España,El Grau,39.4623684,-0.3351271999999999,3743,2,700,flat,70,True,2,1,good,False,1,2529
95375128,Calle ANTONI REIG I VENTURA,Valencia,Valencia,Campanar,España,Nou Campanar,39.4833235,-0.4059603,2813,7,790,flat,66,True,2,2,good,True,1,6954
95347958,Calle del Cura Planelles,Valencia,Valencia,Poblats Marítims,España,El Cabanyal-El Canyamelar,39.4691319,-0.329325,4118,2,750,flat,68,True,3,1,good,False,1,1664
95350270,Olimpia Arozena Torres,Valencia,Valencia,L'Olivereta,España,Nou Moles,39.4694494,-0.3943146999999999,1477,2,750,flat,92,True,2,1,good,True,1,6162
95318700,Calle dels Adreçadors,Valencia,Valencia,Ciutat Vella,España,El Mercat,39.4712439,-0.3788613999999999,140,3,900,flat,90,True,3,1,good,True,1,4831
95121293,Calle del Literat Gabriel Miró,Valencia,Valencia,Extramurs,España,La Petxina,39.4737101,-0.3911551,1228,4,720,flat,75,True,2,1,good,True,1,5791
94836832,Calle Abén al Abbar,Valencia,Valencia,Camins al Grau,España,Albors,39.4674395,-0.3525953,2154,7,600,flat,51,True,2,1,good,True,1,2984
94554876,Archiduque Carlos,Valencia,Valencia,Patraix,España,Patraix,39.4641235,-0.3938847,1627,2,500,flat,71,True,2,1,good,True,1,6306
94180479,Calle de Pérez Pujol,Valencia,Valencia,Ciutat Vella,España,Sant Francesc,39.4691696,-0.3766736,222,5,875,flat,60,True,1,1,good,True,1,4725
93204538,Calle Calderón de la Barca,Valencia,Valencia,La Saïdia,España,Trinitat,39.4843049,-0.3667464,1720,3,1200,flat,55,True,2,1,good,True,1,3588
91610708,Avenida del Cardenal Benlloch,Valencia,Valencia,Algirós,España,L'Amistat,39.4736666,-0.3536790999999999,2041,1,780,flat,80,False,2,1,good,True,1,2707
95760179,barrio Morvedre,Valencia,Valencia,La Saïdia,España,Morvedre,39.4846864,-0.3760478,1511,5,675,flat,80,False,3,1,good,True,1,4387
95659795,barrio Albors,Valencia,Valencia,Camins al Grau,España,Albors,39.4720305,-0.3544407,1959,4,610,flat,60,True,2,1,good,False,1,2845
95621182,Calle Pere Cabanes,Valencia,Valencia,Rascanya,España,Torrefiel,39.495765,-0.3787343999999999,2742,2,600,flat,80,True,2,1,good,True,1,4807
95573398,ALCALDE ALBORS,Valencia,Valencia,L'Olivereta,España,Nou Moles,39.4734616,-0.3952722999999999,1569,5,675,flat,65,False,3,1,good,True,1,6143
95398892,Calle de Alboraya,Valencia,Valencia,La Saïdia,España,Trinitat,39.4852661,-0.3690362,1722,3,675,flat,87,True,3,1,good,True,1,3788
94415028,Maestro Sosa,Valencia,Valencia,Extramurs,España,Arrancapins,39.4603563,-0.3885235999999999,1540,1,1300,flat,100,True,3,2,good,True,1,6044
94323522,Calle Poeta Artola,Valencia,Valencia,Algirós,España,La Vega Baixa,39.4753857,-0.3468577,2650,3,640,flat,70,True,1,1,good,True,1,2096
39691931,barrio El Mercat,Valencia,Valencia,Ciutat Vella,España,El Mercat,39.4753558,-0.3772786999999999,470,6,1650,flat,100,True,3,2,good,True,1,4587
95752823,barrio Morvedre,Valencia,Valencia,La Saïdia,España,Morvedre,39.4853864,-0.3756478,1591,5,675,flat,80,True,3,1,good,True,1,4356
95623515,barrio La Creu del Grau,Valencia,Valencia,Camins al Grau,España,La Creu del Grau,39.46202,-0.3445377,2983,2,660,flat,63,True,2,1,good,True,1,2940
92481976,"Calle Barraca, 163",Valencia,Valencia,Poblats Marítims,España,El Cabanyal-El Canyamelar,39.469526,-0.3291248,4133,1,850,flat,60,True,1,1,good,False,1,1617
95613072,"Rubén Vela, 74",Valencia,Valencia,Quatre Carreres,España,En Corts,39.4530839,-0.3724912999999999,2046,7,950,flat,100,True,4,1,good,True,1,5316
95594411,Calle de Don Juan de Austria,Valencia,Valencia,Ciutat Vella,España,Sant Francesc,39.47028,-0.3732492,354,2,750,flat,40,True,1,1,good,True,1,4407
95583431,Calle Alfahuir,Valencia,Valencia,Rascanya,España,Sant Llorenç,39.4903636,-0.362129,2501,9,1150,flat,100,True,3,2,good,True,1,3276
95572805,"Calle Filipinas, 13",Valencia,Valencia,L'Eixample,España,Russafa,39.4602331,-0.3778149,1211,5,1000,penthouse,100,True,2,1,good,True,1,5236
95546630,barrio Patraix,Valencia,Valencia,Patraix,España,Patraix,39.4635282,-0.3904506,1414,5,830,flat,99,True,2,2,good,True,1,6055
95543630,barrio Nou Campanar,Valencia,Valencia,Campanar,España,Nou Campanar,39.4818738,-0.4034002,2543,2,950,flat,81,True,2,2,good,True,1,6737
95395755,"Calle Escultor Jose Capuz, 3",Valencia,Valencia,Quatre Carreres,España,Mont-Olivet,39.4619338,-0.3626602,1615,4,1050,flat,100,True,2,2,good,True,1,4043
95378060,Calle dels Sants Just i Pastor,Valencia,Valencia,Algirós,España,L'Illa Perduda,39.4649946,-0.3356195999999999,3636,5,650,flat,85,True,3,1,good,True,1,2274
95695653,Calle Carmen Crespo,Valencia,Valencia,Benimaclet,España,Benimaclet,39.4864194,-0.356272,2475,1,700,flat,64,True,2,1,good,True,1,2705
